Код;Наименование;Подкатегория;;Подкатегория;Допродажа. Код;Допродажа. Наименование
ЦБ-00178415;;;;;;
ЦБ-00165892;;;;;;
ЦБ-00165888;;;;;;
ЦБ-00165887;;;;;;
ЦБ-00165886;;;;;;
ЦБ-00147723;;;;;;
ЦБ-00000659;;;;;;
ЦБ-00000660;;;;;;
ЦБ-00021493;;;;;;
ЦБ-00024535;;;;;;
ЦБ-00006008;;;;;;
ЦБ-00000665;;;;;;
ЦБ-00000666;;;;;;
ЦБ-00006023;;;;;;
ЦБ-00025785;;;;;;
ЦБ-00006025;;;;;;
ЦБ-00162704;;;;;;
ЦБ-00178785;;;;;;
ЦБ-00162321;;;;;;
ЦБ-00157727;;;;;;
ЦБ-00162696;;;;;;
ЦБ-00166959;;;;;;
ЦБ-00185914;;;;;;
ЦБ-00184711;;;;;;
ЦБ-00159828;;;;;;
ЦБ-00175999;;;;;;
ЦБ-00186928;;;;;;
ЦБ-00161313;;;;;;
ЦБ-00155240;;;;;;
ЦБ-00158514;;;;;;
ЦБ-00031677;;;;;;
ЦБ-00161759;;;;;;
ЦБ-00186228;;;;;;
ЦБ-00170108;;;;;;
ЦБ-00186779;;;;;;
ЦБ-00183165;;;;;;
ЦБ-00182891;;;;;;
ЦБ-00171119;;;;;;
ЦБ-00166453;;;;;;
ЦБ-00167210;;;;;;
ЦБ-00185897;;;;;;
ЦБ-00188707;;;;;;
ЦБ-00187096;;;;;;
ЦБ-00169615;;;;;;
ЦБ-00171389;;;;;;
ЦБ-00189040;;;;;;
ЦБ-00189507;;;;;;
ЦБ-00174468;;;;;;
ЦБ-00140219;;;;;;
ЦБ-00032105;;;;;;
ЦБ-00037463;;;;;;
ЦБ-00015866;;;;;;
ЦБ-00023370;;;;;;
ЦБ-00006035;;;;;;
РТ-00007892;;;;;;
ЦБ-00006036;;;;;;
ЦБ-00000712;;;;;;
ЦБ-00018302;;;;;;
ЦБ-00165996;;;;;;
ЦБ-00167175;;;;;;
ЦБ-00027283;;;;;;
ЦБ-00180622;;;;;;
РТ-00000312;;;;;;
ЦБ-00180908;;;;;;
ЦБ-00134919;;;;;;
ЦБ-00182258;;;;;;
ЦБ-00173970;;;;;;
ЦБ-00031571;;;;;;
ЦБ-00188756;;;;;;
ЦБ-00180282;;;;;;
ЦБ-00179735;;;;;;
ЦБ-00026646;;;;;;
ЦБ-00146515;;;;;;
ЦБ-00027094;;;;;;
ЦБ-00026647;;;;;;
ЦБ-00026648;;;;;;
ЦБ-00167813;;;;;;
ЦБ-00157695;;;;;;
ЦБ-00018507;;;;;;
ЦБ-00178096;;;;;;
ЦБ-00018508;;;;;;
ЦБ-00006042;;;;;;
ЦБ-00033281;;;;;;
ЦБ-00157738;;;;;;
ЦБ-00033017;;;;;;
ЦБ-00155684;;;;;;
ЦБ-00157190;;;;;;
ЦБ-00025587;;;;;;
ЦБ-00026923;;;;;;
ЦБ-00017673;;;;;;
ЦБ-00017441;;;;;;
ЦБ-00017811;;;;;;
ЦБ-00017765;;;;;;
ЦБ-00036772;;;;;;
ЦБ-00020646;;;;;;
ЦБ-00017674;;;;;;
ЦБ-00017786;;;;;;
ЦБ-00017766;;;;;;
ЦБ-00017444;;;;;;
ЦБ-00017442;;;;;;
ЦБ-00017443;;;;;;
ЦБ-00017759;;;;;;
ЦБ-00017806;;;;;;
ЦБ-00020677;;;;;;
ЦБ-00194713;;;;;;
ЦБ-00194714;;;;;;
ЦБ-00194715;;;;;;
ЦБ-00194716;;;;;;
ЦБ-00194717;;;;;;
ЦБ-00194718;;;;;;
ЦБ-00194719;;;;;;
ЦБ-00194720;;;;;;
ЦБ-00194710;;;;;;
ЦБ-00194711;;;;;;
ЦБ-00194712;;;;;;
ЦБ-00194721;;;;;;
ЦБ-00194741;;;;;;
ЦБ-00194722;;;;;;
ЦБ-00194723;;;;;;
ЦБ-00194724;;;;;;
ЦБ-00194725;;;;;;
ЦБ-00194726;;;;;;
ЦБ-00194744;;;;;;
ЦБ-00145574;;;;;;
ЦБ-00146008;;;;;;
ЦБ-00146062;;;;;;
ЦБ-00146009;;;;;;
ЦБ-00146010;;;;;;
РТ-00013067;;;;;;
ЦБ-00122223;;;;;;
ЦБ-00127181;;;;;;
РТ-00006815;;;;;;
РТ-00008031;;;;;;
РТ-00008032;;;;;;
РТ-00008033;;;;;;
РТ-00008034;;;;;;
РТ-00008035;;;;;;
ЦБ-00193174;;;;;;
ЦБ-00028130;;;;;;
ЦБ-00028131;;;;;;
ЦБ-00166073;;;;;;
ЦБ-00006735;;;;;;
ЦБ-00018459;;;;;;
ЦБ-00006746;;;;;;
ЦБ-00147010;;;;;;
ЦБ-00162900;;;;;;
ЦБ-00157548;;;;;;
ЦБ-00155746;;;;;;
ЦБ-00155747;;;;;;
ЦБ-00156611;;;;;;
ЦБ-00156155;;;;;;
ЦБ-00156156;;;;;;
ЦБ-00156157;;;;;;
ЦБ-00156158;;;;;;
ЦБ-00156159;;;;;;
ЦБ-00120687;;;;;;
ЦБ-00025325;;;;;;
ЦБ-00025331;;;;;;
ЦБ-00025334;;;;;;
ЦБ-00177522;;;;;;
ЦБ-00191940;;;;;;
ЦБ-00188115;;;;;;
ЦБ-00194948;;;;;;
ЦБ-00179059;;;;;;
ЦБ-00171680;;;;;;
ЦБ-00171175;;;;;;
ЦБ-00169624;;;;;;
ЦБ-00192310;;;;;;
ЦБ-00025282;;;;;;
ЦБ-00172839;;;;;;
ЦБ-00179563;;;;;;
ЦБ-00180984;;;;;;
ЦБ-00194107;;;;;;
ЦБ-00025485;;;;;;
ЦБ-00025746;;;;;;
ЦБ-00168046;;;;;;
ЦБ-00181101;;;;;;
ЦБ-00170935;;;;;;
ЦБ-00192285;;;;;;
ЦБ-00025486;;;;;;
ЦБ-00180162;;;;;;
ЦБ-00184461;;;;;;
ЦБ-00184053;;;;;;
ЦБ-00180812;;;;;;
ЦБ-00179576;;;;;;
ЦБ-00189642;;;;;;
ЦБ-00184088;;;;;;
ЦБ-00079587;;;;;;
ЦБ-00185783;;;;;;
ЦБ-00168253;;;;;;
ЦБ-00182592;;;;;;
ЦБ-00179285;;;;;;
ЦБ-00179817;;;;;;
ЦБ-00025446;;;;;;
ЦБ-00169443;;;;;;
ЦБ-00152413;;;;;;
ЦБ-00061764;;;;;;
ЦБ-00061763;;;;;;
ЦБ-00061762;;;;;;
ЦБ-00061761;;;;;;
ЦБ-00024189;;;;;;
ЦБ-00147486;;;;;;
ЦБ-00000787;;;;;;
РТ-00007623;;;;;;
ЦБ-00033323;;;;;;
ЦБ-00000788;;;;;;
ЦБ-00172921;;;;;;
ЦБ-00006177;;;;;;
ЦБ-00006191;;;;;;
ЦБ-00006190;;;;;;
ЦБ-00006192;;;;;;
ЦБ-00174011;;;;;;
ЦБ-00162747;;;;;;
ЦБ-00167476;;;;;;
ЦБ-00157565;;;;;;
ЦБ-00187888;;;;;;
ЦБ-00187887;;;;;;
ЦБ-00078481;;;;;;
ЦБ-00149784;;;;;;
ЦБ-00150547;;;;;;
РТ-00002927;;;;;;
ЦБ-00037318;;;;;;
ЦБ-00166386;;;;;;
РТ-00003949;;;;;;
РТ-00006715;;;;;;
РТ-00000766;;;;;;
ЦБ-00146644;;;;;;
ЦБ-00186992;;;;;;
ЦБ-00035935;;;;;;
ЦБ-00162421;;;;;;
ЦБ-00193975;;;;;;
ЦБ-00195152;;;;;;
ЦБ-00123268;;;;;;
ЦБ-00136336;;;;;;
ЦБ-00127805;;;;;;
ЦБ-00136324;;;;;;
ЦБ-00126879;;;;;;
ЦБ-00170634;;;;;;
ЦБ-00159636;;;;;;
ЦБ-00159599;;;;;;
ЦБ-00150131;;;;;;
ЦБ-00151815;;;;;;
ЦБ-00016675;;;;;;
ЦБ-00111155;;;;;;
ЦБ-00085836;;;;;;
ЦБ-00192664;;;;;;
ЦБ-00031684;;;;;;
ЦБ-00108086;;;;;;
17817;;;;;;
ЦБ-00155424;;;;;;
ЦБ-00146711;;;;;;
ЦБ-00146826;;;;;;
ЦБ-00169230;;;;;;
ЦБ-00168216;;;;;;
ЦБ-00168059;;;;;;
ЦБ-00162699;;;;;;
РТ-00012291;;;;;;
РТ-00012288;;;;;;
ЦБ-00161231;;;;;;
РТ-00006871;;;;;;
ЦБ-00000888;;;;;;
РТ-00002288;;;;;;
ЦБ-00000889;;;;;;
ЦБ-00000890;;;;;;
ЦБ-00000891;;;;;;
ЦБ-00000892;;;;;;
ЦБ-00006436;;;;;;
ЦБ-00000893;;;;;;
ЦБ-00000894;;;;;;
ЦБ-00021460;;;;;;
ЦБ-00024322;;;;;;
РТ-00005643;;;;;;
РТ-00005015;;;;;;
РТ-00002387;;;;;;
РТ-00004652;;;;;;
РТ-00005455;;;;;;
РТ-00002388;;;;;;
ЦБ-00022846;;;;;;
ЦБ-00022847;;;;;;
ЦБ-00193507;;;;;;
ЦБ-00173117;;;;;;
РТ-00000120;;;;;;
ЦБ-00040145;;;;;;
ЦБ-00000903;;;;;;
ЦБ-00155892;;;;;;
ЦБ-00035767;;;;;;
РТ-00008373;;;;;;
ЦБ-00035766;;;;;;
ЦБ-00027351;;;;;;
ЦБ-00000906;;;;;;
ЦБ-00025893;;;;;;
ЦБ-00036356;;;;;;
РТ-00009224;;;;;;
ЦБ-00035763;;;;;;
ЦБ-00036944;;;;;;
ЦБ-00037873;;;;;;
ЦБ-00024648;;;;;;
РТ-00005164;;;;;;
ЦБ-00024698;;;;;;
ЦБ-00024699;;;;;;
ЦБ-00024700;;;;;;
ЦБ-00024701;;;;;;
ЦБ-00190698;;;;;;
ЦБ-00023688;;;;;;
ЦБ-00189960;;;;;;
ЦБ-00153117;;;;;;
ЦБ-00021211;;;;;;
ЦБ-00160943;;;;;;
ЦБ-00170542;;;;;;
ЦБ-00181868;;;;;;
ЦБ-00017603;;;;;;
ЦБ-00189078;;;;;;
ЦБ-00012006;;;;;;
ЦБ-00128259;;;;;;
ЦБ-00170543;;;;;;
ЦБ-00128327;;;;;;
ЦБ-00128071;;;;;;
00-00024706;;;;;;
00-00012659;;;;;;
00-00021719;;;;;;
00-00024865;;;;;;
ЦБ-00051739;;;;;;
ЦБ-00050500;;;;;;
ЦБ-00118542;;;;;;
ЦБ-00078852;;;;;;
ЦБ-00036448;;;;;;
ЦБ-00185851;;;;;;
РТ-00002570;;;;;;
ЦБ-00144028;;;;;;
ЦБ-00074454;;;;;;
ЦБ-00038751;;;;;;
ЦБ-00006747;;;;;;
ЦБ-00168296;;;;;;
ЦБ-00025895;;;;;;
РТ-00003082;;;;;;
ЦБ-00194822;;;;;;
ЦБ-00195142;;;;;;
ЦБ-00180214;;;;;;
ЦБ-00190759;;;;;;
ЦБ-00189839;;;;;;
ЦБ-00180813;;;;;;
ЦБ-00187688;;;;;;
ЦБ-00177231;;;;;;
ЦБ-00181620;;;;;;
ЦБ-00127403;;;;;;
ЦБ-00119484;;;;;;
ЦБ-00123054;;;;;;
ЦБ-00119585;;;;;;
ЦБ-00126898;;;;;;
ЦБ-00120473;;;;;;
ЦБ-00123510;;;;;;
ЦБ-00122524;;;;;;
ЦБ-00121960;;;;;;
ЦБ-00164820;;;;;;
ЦБ-00160922;;;;;;
ЦБ-00142984;;;;;;
ЦБ-00146145;;;;;;
ЦБ-00165327;;;;;;
ЦБ-00129643;;;;;;
ЦБ-00124086;;;;;;
ЦБ-00142940;;;;;;
РТ-00014041;;;;;;
ЦБ-00170365;;;;;;
ЦБ-00037704;;;;;;
ЦБ-00037703;;;;;;
ЦБ-00170490;;;;;;
ЦБ-00070101;;;;;;
ЦБ-00070102;;;;;;
РТ-00005652;;;;;;
ЦБ-00146560;;;;;;
ЦБ-00142137;;;;;;
ЦБ-00142983;;;;;;
ЦБ-00148845;;;;;;
ЦБ-00127209;;;;;;
ЦБ-00158955;;;;;;
ЦБ-00023062;;;;;;
ЦБ-00158954;;;;;;
ЦБ-00123067;;;;;;
ЦБ-00157813;;;;;;
РТ-00012804;;;;;;
ЦБ-00145139;;;;;;
ЦБ-00165289;;;;;;
ЦБ-00162706;;;;;;
ЦБ-00173293;;;;;;
ЦБ-00178020;;;;;;
ЦБ-00173411;;;;;;
ЦБ-00180030;;;;;;
ЦБ-00177956;;;;;;
ЦБ-00171326;;;;;;
ЦБ-00155410;;;;;;
ЦБ-00155818;;;;;;
ЦБ-00117929;;;;;;
РТ-00014403;;;;;;
ЦБ-00140687;;;;;;
ЦБ-00131722;;;;;;
ЦБ-00129751;;;;;;
ЦБ-00120629;;;;;;
ЦБ-00120927;;;;;;
ЦБ-00181605;;;;;;
ЦБ-00163117;;;;;;
ЦБ-00155730;;;;;;
ЦБ-00165043;;;;;;
ЦБ-00180109;;;;;;
ЦБ-00156471;;;;;;
ЦБ-00160463;;;;;;
ЦБ-00165572;;;;;;
ЦБ-00165522;;;;;;
ЦБ-00182419;;;;;;
ЦБ-00150469;;;;;;
ЦБ-00160533;;;;;;
ЦБ-00163580;;;;;;
ЦБ-00191463;;;;;;
ЦБ-00181062;;;;;;
ЦБ-00158241;;;;;;
ЦБ-00166352;;;;;;
ЦБ-00153779;;;;;;
ЦБ-00151289;;;;;;
РТ-00014029;;;;;;
ЦБ-00180454;;;;;;
ЦБ-00168444;;;;;;
ЦБ-00179265;;;;;;
ЦБ-00152668;;;;;;
ЦБ-00117912;;;;;;
ЦБ-00122320;;;;;;
ЦБ-00146772;;;;;;
ЦБ-00140730;;;;;;
ЦБ-00154537;;;;;;
ЦБ-00151568;;;;;;
ЦБ-00158738;;;;;;
РТ-00013066;;;;;;
РТ-00013065;;;;;;
ЦБ-00149158;;;;;;
ЦБ-00161536;;;;;;
ЦБ-00117589;;;;;;
РТ-00013319;;;;;;
ЦБ-00161667;;;;;;
РТ-00013516;;;;;;
ЦБ-00134716;;;;;;
ЦБ-00133859;;;;;;
ЦБ-00134812;;;;;;
ЦБ-00174186;;;;;;
ЦБ-00134938;;;;;;
ЦБ-00155010;;;;;;
РТ-00014943;;;;;;
ЦБ-00141243;;;;;;
РТ-00013016;;;;;;
ЦБ-00165732;;;;;;
ЦБ-00165829;;;;;;
ЦБ-00122872;;;;;;
ЦБ-00189279;;;;;;
ЦБ-00188314;;;;;;
ЦБ-00165954;;;;;;
ЦБ-00155011;;;;;;
ЦБ-00194419;;;;;;
ЦБ-00194335;;;;;;
ЦБ-00120964;;;;;;
ЦБ-00139260;;;;;;
ЦБ-00139192;;;;;;
ЦБ-00130861;;;;;;
ЦБ-00131090;;;;;;
ЦБ-00139332;;;;;;
ЦБ-00135490;;;;;;
ЦБ-00164756;;;;;;
ЦБ-00156113;;;;;;
ЦБ-00173103;;;;;;
ЦБ-00000945;;;;;;
ЦБ-00038922;;;;;;
ЦБ-00124225;;;;;;
ЦБ-00184612;;;;;;
ЦБ-00150562;;;;;;
ЦБ-00151372;;;;;;
ЦБ-00142534;;;;;;
ЦБ-00151324;;;;;;
ЦБ-00121646;;;;;;
ЦБ-00187007;;;;;;
ЦБ-00161334;;;;;;
ЦБ-00162657;;;;;;
ЦБ-00184998;;;;;;
ЦБ-00162007;;;;;;
ЦБ-00193241;;;;;;
ЦБ-00188325;;;;;;
ЦБ-00160419;;;;;;
ЦБ-00173029;;;;;;
ЦБ-00173195;;;;;;
ЦБ-00038614;;;;;;
ЦБ-00154538;;;;;;
ЦБ-00026754;;;;;;
ЦБ-00122242;;;;;;
ЦБ-00128049;;;;;;
ЦБ-00147030;;;;;;
ЦБ-00171746;;;;;;
ЦБ-00142867;;;;;;
ЦБ-00148959;;;;;;
ЦБ-00167480;;;;;;
ЦБ-00165252;;;;;;
ЦБ-00165094;;;;;;
ЦБ-00164768;;;;;;
ЦБ-00163121;;;;;;
ЦБ-00184150;;;;;;
ЦБ-00162816;;;;;;
ЦБ-00163120;;;;;;
ЦБ-00162379;;;;;;
ЦБ-00179312;;;;;;
ЦБ-00157973;;;;;;
ЦБ-00153393;;;;;;
ЦБ-00181471;;;;;;
ЦБ-00169552;;;;;;
ЦБ-00156482;;;;;;
ЦБ-00117356;;;;;;
ЦБ-00194073;;;;;;
ЦБ-00147377;;;;;;
ЦБ-00181817;;;;;;
ЦБ-00175378;;;;;;
ЦБ-00171369;;;;;;
ЦБ-00170445;;;;;;
РТ-00007391;;;;;;
ЦБ-00160443;;;;;;
ЦБ-00155006;;;;;;
ЦБ-00165523;;;;;;
ЦБ-00182858;;;;;;
ЦБ-00193537;;;;;;
ЦБ-00143370;;;;;;
ЦБ-00132544;;;;;;
ЦБ-00030601;;;;;;
ЦБ-00143927;;;;;;
ЦБ-00144030;;;;;;
ЦБ-00159718;;;;;;
ЦБ-00153625;;;;;;
ЦБ-00149127;;;;;;
ЦБ-00150223;;;;;;
ЦБ-00148036;;;;;;
ЦБ-00172455;;;;;;
ЦБ-00006485;;;;;;
ЦБ-00162008;;;;;;
ЦБ-00151957;;;;;;
ЦБ-00151665;;;;;;
ЦБ-00127450;;;;;;
РТ-00009862;;;;;;
РТ-00009836;;;;;;
ЦБ-00025445;;;;;;
РТ-00009835;;;;;;
ЦБ-00025231;;;;;;
ЦБ-00025232;;;;;;
ЦБ-00025233;;;;;;
РТ-00009864;;;;;;
РТ-00009863;;;;;;
ЦБ-00127994;;;;;;
РТ-00003956;;;;;;
РТ-00003501;;;;;;
ЦБ-00147797;;;;;;
ЦБ-00142208;;;;;;
ЦБ-00183030;;;;;;
ЦБ-00141986;;;;;;
ЦБ-00154256;;;;;;
ЦБ-00149037;;;;;;
ЦБ-00149832;;;;;;
ЦБ-00191893;;;;;;
ЦБ-00148989;;;;;;
ЦБ-00191810;;;;;;
ЦБ-00000943;;;;;;
ЦБ-00000944;;;;;;
ЦБ-00148035;;;;;;
ЦБ-00180509;;;;;;
ЦБ-00016257;;;;;;
РТ-00012759;;;;;;
РТ-00003428;;;;;;
ЦБ-00040050;;;;;;
ЦБ-00177974;;;;;;
РТ-00004850;;;;;;
ЦБ-00147818;;;;;;
ЦБ-00149739;;;;;;
РТ-00011343;;;;;;
РТ-00009279;;;;;;
ЦБ-00135553;;;;;;
ЦБ-00187903;;;;;;
ЦБ-00174764;;;;;;
ЦБ-00171997;;;;;;
ЦБ-00148791;;;;;;
ЦБ-00145753;;;;;;
ЦБ-00143371;;;;;;
ЦБ-00145422;;;;;;
ЦБ-00149166;;;;;;
ЦБ-00157780;;;;;;
ЦБ-00161819;;;;;;
ЦБ-00193098;;;;;;
ЦБ-00193780;;;;;;
ЦБ-00194653;;;;;;
ЦБ-00142272;;;;;;
ЦБ-00017032;;;;;;
ЦБ-00177982;;;;;;
РТ-00004884;;;;;;
ЦБ-00176821;;;;;;
ЦБ-00163126;;;;;;
ЦБ-00174992;;;;;;
ЦБ-00123598;;;;;;
ЦБ-00162064;;;;;;
ЦБ-00192738;;;;;;
ЦБ-00120570;;;;;;
ЦБ-00167121;;;;;;
РТ-00009044;;;;;;
ЦБ-00171195;;;;;;
ЦБ-00146525;;;;;;
ЦБ-00161091;;;;;;
ЦБ-00172681;;;;;;
ЦБ-00172178;;;;;;
ЦБ-00039348;;;;;;
ЦБ-00167363;;;;;;
ЦБ-00160436;;;;;;
ЦБ-00163190;;;;;;
ЦБ-00160984;;;;;;
ЦБ-00191524;;;;;;
РТ-00000870;;;;;;
ЦБ-00165290;;;;;;
ЦБ-00185452;;;;;;
ЦБ-00118742;;;;;;
РТ-00002042;;;;;;
ЦБ-00175819;;;;;;
РТ-00000619;;;;;;
ЦБ-00122904;;;;;;
ЦБ-00186264;;;;;;
ЦБ-00121561;;;;;;
РТ-00003948;;;;;;
ЦБ-00171252;;;;;;
ЦБ-00168721;;;;;;
ЦБ-00168486;;;;;;
ЦБ-00163343;;;;;;
ЦБ-00171717;;;;;;
ЦБ-00123068;;;;;;
ЦБ-00162473;;;;;;
ЦБ-00172508;;;;;;
ЦБ-00123856;;;;;;
ЦБ-00169691;;;;;;
ЦБ-00152841;;;;;;
ЦБ-00160923;;;;;;
ЦБ-00176753;;;;;;
ЦБ-00175413;;;;;;
ЦБ-00175414;;;;;;
ЦБ-00157569;;;;;;
ЦБ-00123380;;;;;;
ЦБ-00194074;;;;;;
ЦБ-00189307;;;;;;
ЦБ-00146623;;;;;;
ЦБ-00131737;;;;;;
ЦБ-00126870;;;;;;
ЦБ-00123926;;;;;;
ЦБ-00124582;;;;;;
ЦБ-00124223;;;;;;
ЦБ-00164917;;;;;;
ЦБ-00164648;;;;;;
ЦБ-00150964;;;;;;
ЦБ-00150704;;;;;;
ЦБ-00149787;;;;;;
ЦБ-00164015;;;;;;
ЦБ-00153339;;;;;;
ЦБ-00153460;;;;;;
ЦБ-00149672;;;;;;
ЦБ-00160220;;;;;;
ЦБ-00119433;;;;;;
ЦБ-00151389;;;;;;
ЦБ-00148146;;;;;;
ЦБ-00148087;;;;;;
ЦБ-00174828;;;;;;
ЦБ-00165454;;;;;;
ЦБ-00127024;;;;;;
РТ-00013386;;;;;;
ЦБ-00123529;;;;;;
ЦБ-00183577;;;;;;
ЦБ-00168877;;;;;;
ЦБ-00166250;;;;;;
ЦБ-00171612;;;;;;
РТ-00012817;;;;;;
ЦБ-00000954;;;;;;
ЦБ-00170477;;;;;;
ЦБ-00145713;;;;;;
ЦБ-00173734;;;;;;
ЦБ-00147355;;;;;;
ЦБ-00147356;;;;;;
ЦБ-00157911;;;;;;
ЦБ-00170414;;;;;;
ЦБ-00169625;;;;;;
ЦБ-00167855;;;;;;
ЦБ-00168543;;;;;;
ЦБ-00156478;;;;;;
ЦБ-00161232;;;;;;
ЦБ-00168200;;;;;;
ЦБ-00165944;;;;;;
ЦБ-00155680;;;;;;
ЦБ-00000956;;;;;;
ЦБ-00158797;;;;;;
ЦБ-00158800;;;;;;
ЦБ-00158792;;;;;;
ЦБ-00158794;;;;;;
ЦБ-00160022;;;;;;
ЦБ-00155850;;;;;;
ЦБ-00006511;;;;;;
ЦБ-00006512;;;;;;
ЦБ-00173606;;;;;;
ЦБ-00158801;;;;;;
ЦБ-00158802;;;;;;
РТ-00007243;;;;;;
ЦБ-00000969;;;;;;
ЦБ-00000973;;;;;;
ЦБ-00000972;;;;;;
РТ-00005541;;;;;;
РТ-00005542;;;;;;
РТ-00007936;;;;;;
ЦБ-00000979;;;;;;
ЦБ-00000978;;;;;;
ЦБ-00006514;;;;;;
ЦБ-00000986;;;;;;
ЦБ-00000987;;;;;;
ЦБ-00000988;;;;;;
ЦБ-00154214;;;;;;
ЦБ-00155851;;;;;;
ЦБ-00139718;;;;;;
ЦБ-00171210;;;;;;
ЦБ-00169796;;;;;;
ЦБ-00156950;;;;;;
ЦБ-00020072;;;;;;
ЦБ-00176940;;;;;;
ЦБ-00178291;;;;;;
ЦБ-00166942;;;;;;
РТ-00013160;;;;;;
ЦБ-00150138;;;;;;
ЦБ-00149262;;;;;;
ЦБ-00015500;;;;;;
ЦБ-00165133;;;;;;
ЦБ-00192737;;;;;;
ЦБ-00148936;;;;;;
ЦБ-00134395;;;;;;
ЦБ-00179389;;;;;;
ЦБ-00175500;;;;;;
ЦБ-00170203;;;;;;
ЦБ-00031049;;;;;;
ЦБ-00031048;;;;;;
ЦБ-00027563;;;;;;
ЦБ-00027486;;;;;;
ЦБ-00027562;;;;;;
ЦБ-00035408;;;;;;
ЦБ-00036926;;;;;;
ЦБ-00031330;;;;;;
РТ-00005583;;;;;;
ЦБ-00129041;;;;;;
ЦБ-00136788;;;;;;
ЦБ-00037811;;;;;;
ЦБ-00001000;;;;;;
ЦБ-00001001;;;;;;
ЦБ-00001002;;;;;;
ЦБ-00001003;;;;;;
ЦБ-00032785;;;;;;
РТ-00001110;;;;;;
РТ-00001218;;;;;;
РТ-00000359;;;;;;
РТ-00011660;;;;;;
ЦБ-00040314;;;;;;
ЦБ-00001004;;;;;;
ЦБ-00001005;;;;;;
ЦБ-00001006;;;;;;
ЦБ-00001008;;;;;;
ЦБ-00001009;;;;;;
ЦБ-00030000;;;;;;
ЦБ-00030361;;;;;;
ЦБ-00131945;;;;;;
ЦБ-00039610;;;;;;
ЦБ-00021682;;;;;;
ЦБ-00029497;;;;;;
ЦБ-00001010;;;;;;
ЦБ-00000999;;;;;;
ЦБ-00040194;;;;;;
ЦБ-00015242;;;;;;
РТ-00003398;;;;;;
ЦБ-00015243;;;;;;
ЦБ-00030360;;;;;;
ЦБ-00016680;;;;;;
ЦБ-00148088;;;;;;
ЦБ-00126919;;;;;;
ЦБ-00124707;;;;;;
ЦБ-00001007;;;;;;
ЦБ-00173354;;;;;;
ЦБ-00179894;;;;;;
ЦБ-00175791;;;;;;
ЦБ-00168548;;;;;;
ЦБ-00132965;;;;;;
ЦБ-00029643;;;;;;
ЦБ-00152886;;;;;;
ЦБ-00122506;;;;;;
ЦБ-00045577;;;;;;
ЦБ-00035413;;;;;;
ЦБ-00035414;;;;;;
ЦБ-00035409;;;;;;
ЦБ-00035762;;;;;;
РТ-00007050;;;;;;
РТ-00006546;;;;;;
ЦБ-00031050;;;;;;
ЦБ-00152669;;;;;;
РТ-00006547;;;;;;
ЦБ-00038404;;;;;;
ЦБ-00038405;;;;;;
ЦБ-00031051;;;;;;
РТ-00006544;;;;;;
РТ-00006540;;;;;;
РТ-00006542;;;;;;
РТ-00008737;;;;;;
РТ-00008736;;;;;;
РТ-00006545;;;;;;
РТ-00006541;;;;;;
РТ-00006543;;;;;;
ЦБ-00025343;;;;;;
ЦБ-00192777;;;;;;
РТ-00007272;;;;;;
РТ-00007049;;;;;;
ЦБ-00025342;;;;;;
ЦБ-00032385;;;;;;
ЦБ-00032782;;;;;;
ЦБ-00032386;;;;;;
ЦБ-00037699;;;;;;
ЦБ-00037700;;;;;;
ЦБ-00037690;;;;;;
ЦБ-00037691;;;;;;
ЦБ-00037692;;;;;;
ЦБ-00037701;;;;;;
ЦБ-00006739;;;;;;
ЦБ-00116858;;;;;;
ЦБ-00037702;;;;;;
ЦБ-00037693;;;;;;
ЦБ-00037694;;;;;;
ЦБ-00037695;;;;;;
ЦБ-00037696;;;;;;
ЦБ-00037709;;;;;;
ЦБ-00006741;;;;;;
ЦБ-00006742;;;;;;
ЦБ-00006738;;;;;;
ЦБ-00037705;;;;;;
ЦБ-00037706;;;;;;
ЦБ-00037707;;;;;;
ЦБ-00037708;;;;;;
ЦБ-00035960;;;;;;
ЦБ-00037697;;;;;;
ЦБ-00037698;;;;;;
ЦБ-00119552;;;;;;
ЦБ-00116609;;;;;;
РТ-00011384;;;;;;
РТ-00013681;;;;;;
ЦБ-00116893;;;;;;
ЦБ-00006744;;;;;;
ЦБ-00006745;;;;;;
РТ-00014615;;;;;;
ЦБ-00019894;;;;;;
ЦБ-00037682;;;;;;
ЦБ-00037683;;;;;;
ЦБ-00037685;;;;;;
ЦБ-00037684;;;;;;
ЦБ-00037686;;;;;;
ЦБ-00192779;;;;;;
ЦБ-00006749;;;;;;
ЦБ-00030362;;;;;;
ЦБ-00006751;;;;;;
ЦБ-00023426;;;;;;
ЦБ-00006754;;;;;;
ЦБ-00006755;;;;;;
ЦБ-00006756;;;;;;
ЦБ-00030363;;;;;;
ЦБ-00006760;;;;;;
ЦБ-00006761;;;;;;
ЦБ-00006763;;;;;;
ЦБ-00006764;;;;;;
ЦБ-00006767;;;;;;
ЦБ-00006768;;;;;;
ЦБ-00006770;;;;;;
ЦБ-00006771;;;;;;
ЦБ-00034538;;;;;;
ЦБ-00006774;;;;;;
ЦБ-00006775;;;;;;
ЦБ-00006777;;;;;;
ЦБ-00031167;;;;;;
ЦБ-00034537;;;;;;
ЦБ-00036649;;;;;;
ЦБ-00117323;;;;;;
РТ-00000434;;;;;;
ЦБ-00006758;;;;;;
ЦБ-00006757;;;;;;
ЦБ-00031588;;;;;;
РТ-00007273;;;;;;
РТ-00014204;;;;;;
ЦБ-00031166;;;;;;
